atari2600,Starmaster,Activision,Activision,Classic,None,1982,http://vgcollect.com/images/front-box-art/15271.jpg
atari2600,"Steeplechase (6 Tele-Games Label)","Atari, Inc","Sears, Roebuck and Co.",Racing,None,1980,http://vgcollect.com/images/front-box-art/18245.jpg
atari2600,Stell-A-Sketch,NA,Retroware,Other,None,1997,http://vgcollect.com/images/front-box-art/35955.jpg
atari2600,"Stella Gets A New Brain",NA,"Cyber Punks",Other,None,1996,http://vgcollect.com/images/front-box-art/35956.jpg
atari2600,"Stella's Stocking",NA,AtariAge,Action,None,2007,http://vgcollect.com/images/front-box-art/35954.jpg
atari2600,"Stellar Track (Sears Version)","Atari, Inc",Sears,"Shoot 'Em Up",NA,1980,http://vgcollect.com/images/front-box-art/19591.jpg
atari2600,"Stone Age",NA,Hozer,NA,NA,NA,http://vgcollect.com/images/front-box-art/27694.jpg
atari2600,"Strategy X",NA,NA,NA,NA,1981,http://vgcollect.com/images/front-box-art/18246.jpg
atari2600,"Strawberry Shortcake Musical Match-ups","Parker Brothers","Parker Brothers",Puzzle,None,1983,http://vgcollect.com/images/front-box-art/15715.jpg
atari2600,"Street Racer",NA,NA,Classic,None,NA,http://vgcollect.com/images/front-box-art/12777.jpg
atari2600,"Street Racer (Text Label)","Atari, Inc",Atari,Racing,NA,1977,http://vgcollect.com/images/front-box-art/19590.jpg
atari2600,Stronghold,NA,CommaVid,"Shoot 'Em Up",None,NA,http://vgcollect.com/images/front-box-art/35874.jpg
atari2600,Stuntman,NA,Panda,Action,None,NA,http://vgcollect.com/images/front-box-art/35906.jpg
atari2600,"Sub Scan","Sega Enterprises Ltd.",Sega,Classic,None,1982,http://vgcollect.com/images/front-box-art/19009.jpg
atari2600,"Submarine Commander",NA,NA,Classic,NA,NA,http://vgcollect.com/images/front-box-art/23221.jpg
atari2600,Subterranea,NA,Imagic,"Shoot 'Em Up",None,NA,http://vgcollect.com/images/front-box-art/35902.jpg
atari2600,"Suicide Mission",NA,Starpath,Action,NA,1982,http://vgcollect.com/images/front-box-art/16620.jpg
atari2600,"Summer Games","Epyx, Inc.",Epyx,Sports,None,1987,http://vgcollect.com/images/front-box-art/19484.jpg
atari2600,"Super Baseball","Atari, Inc",Atari,Classic,None,NA,http://vgcollect.com/images/front-box-art/10674.jpg
atari2600,"Super Breakout","Atari, Inc",Atari,Classic,None,NA,http://vgcollect.com/images/front-box-art/11654.jpg
atari2600,"Super Breakout (Sears Text Label)",NA,NA,NA,NA,NA,http://vgcollect.com/images/front-box-art/24108.jpg
atari2600,"Super Challenge Baseball",Mattel,"Mattel Inc.",Sports,None,1982,http://vgcollect.com/images/front-box-art/16373.jpg
atari2600,"Super Challenge Baseball (White label)",INTV,NA,Sports,NA,NA,http://vgcollect.com/images/front-box-art/no_art.jpg
atari2600,"Super Challenge Football",Mattel,"M Network",Sports,NA,1981,http://vgcollect.com/images/front-box-art/16372.jpg
atari2600,"Super Challenge Football (White Label)","M Network",NA,NA,NA,1982,http://vgcollect.com/images/front-box-art/30645.jpg
atari2600,"Super Cobra","Parker Brothers","Parker Brothers",Action,None,1983,http://vgcollect.com/images/front-box-art/26940.jpg
atari2600,"Super Football","Atari, Inc",Atari,NA,NA,1988,http://vgcollect.com/images/front-box-art/19592.jpg
atari2600,Superman,"Atari, Inc",Sears,Adventure,None,NA,http://vgcollect.com/images/front-box-art/35904.jpg
atari2600,"Superman (Picture Label)",NA,NA,NA,NA,1979,http://vgcollect.com/images/front-box-art/22205.jpg
atari2600,"Superman (Text Label)","Atari, Inc",Atari,Adventure,NA,1979,http://vgcollect.com/images/front-box-art/16252.jpg
atari2600,"Surround (Picture Label)",NA,Atari,Strategy,None,1981,http://vgcollect.com/images/front-box-art/15381.jpg
atari2600,"Surround (Text # Label)","Atari, Inc",Atari,Classic,None,1978,http://vgcollect.com/images/front-box-art/10675.jpg
atari2600,"Surround (Text Label)","Atari, Inc",Atari,NA,NA,NA,http://vgcollect.com/images/front-box-art/no_art.jpg
atari2600,"Survival Island",NA,Starpath,NA,NA,1983,http://vgcollect.com/images/front-box-art/23909.jpg
atari2600,"Survival Run","Milton Bradley","Milton Bradley",Action,NA,1983,http://vgcollect.com/images/front-box-art/18699.jpg
atari2600,"Sweat: The Decathlon Game",NA,Starpath,Sports,None,NA,http://vgcollect.com/images/front-box-art/35950.jpg
atari2600,"Sword of Saros",NA,Starpath,NA,NA,1983,http://vgcollect.com/images/front-box-art/23908.jpg
atari2600,Swordfight,NA,"Intellivision Productions",Fighting,None,2000,http://vgcollect.com/images/front-box-art/35908.jpg
atari2600,"Swordquest EarthWorld","Atari, Inc",Atari,NA,NA,"October 1982",http://vgcollect.com/images/front-box-art/9211.jpg
atari2600,"Swordquest FireWorld","Atari, Inc",Atari,Adventure,None,"February 1983",http://vgcollect.com/images/front-box-art/9210.jpg
atari2600,"Swordquest: Waterworld","Atari, Inc",Atari,Action,None,1983,http://vgcollect.com/images/front-box-art/27628.jpg
atari2600,Tac-Scan,"Sega Enterprises Ltd.",Sega,Classic,None,1982,http://vgcollect.com/images/front-box-art/18247.jpg
atari2600,"Tank Brigade (Wraparound Label)","Panda Inc.","Panda Inc.",Classic,None,1983,http://vgcollect.com/images/front-box-art/30237.jpg
atari2600,Tank-Plus,NA,Sears,"Shoot 'Em Up",NA,1977,http://vgcollect.com/images/front-box-art/15578.jpg
atari2600,"Tanks But No Tanks",NA,NA,NA,NA,NA,http://vgcollect.com/images/front-box-art/21969.jpg
atari2600,Tapeworm,"Spectravideo International Ltd.",Spectravision,Action,NA,1983,http://vgcollect.com/images/front-box-art/21675.jpg
atari2600,Tapper,"Sega Enterprises Ltd.",Sega,Arcade,NA,1984,http://vgcollect.com/images/front-box-art/16413.jpg
atari2600,Targ,NA,Hozer,NA,NA,NA,http://vgcollect.com/images/front-box-art/27685.jpg
atari2600,"Target Fun (Sears Text Label)","Atari, Inc","Sears, Roebuck and Co.",Classic,None,NA,http://vgcollect.com/images/front-box-art/18248.jpg
atari2600,"Task Force","Froggo Games",NA,NA,NA,NA,http://vgcollect.com/images/front-box-art/27669.jpg
atari2600,"Tax Avoiders",NA,NA,NA,NA,1982,http://vgcollect.com/images/front-box-art/27664.jpg
atari2600,Taz,"Warner Bros Games",Atari,Action,NA,1984,http://vgcollect.com/images/front-box-art/16215.jpg
atari2600,Telepathy,NA,Hozer,NA,NA,NA,http://vgcollect.com/images/front-box-art/27709.jpg
atari2600,Tempest,NA,Hozer,NA,NA,NA,http://vgcollect.com/images/front-box-art/27680.jpg
atari2600,Tennis,Activision,NA,Sports,None,1981,http://vgcollect.com/images/front-box-art/18582.jpg
atari2600,"Tennis (Black Text Version)",Activision,NA,Sports,NA,NA,http://vgcollect.com/images/front-box-art/13487.jpg
atari2600,"Texas Chain Saw Massacre, The",VSS,"Wizard Video Games","Survival Horror",None,1982,http://vgcollect.com/images/front-box-art/19370.jpg
atari2600,"The Empire Strikes Back",NA,NA,NA,NA,NA,http://vgcollect.com/images/front-box-art/70098.jpg
atari2600,"This Planet Sucks",NA,NA,Action,None,2000,http://vgcollect.com/images/front-box-art/35870.jpg
atari2600,Threshold,NA,tigervision,"Shoot 'Em Up",NA,1982,http://vgcollect.com/images/front-box-art/21932.jpg
atari2600,Thrust,NA,XYPE,Arcade,None,2000,http://vgcollect.com/images/front-box-art/35871.jpg
atari2600,"Thrust+ DC Edition",NA,XYPE,Arcade,None,2002,http://vgcollect.com/images/front-box-art/35868.jpg
atari2600,"Thrust+ Platinum",NA,NA,"Shoot 'Em Up",NA,NA,http://vgcollect.com/images/front-box-art/69969.jpg
atari2600,Thunderground,"Sega Enterprises Ltd.",Sega,Classic,None,1983,http://vgcollect.com/images/front-box-art/17033.jpg
atari2600,"Time Pilot","Konami Industry Co. Ltd",Coleco,Arcade,None,1983,http://vgcollect.com/images/front-box-art/19092.jpg
atari2600,"Time Warp (Zellers)",NA,Zellers,NA,NA,NA,http://vgcollect.com/images/front-box-art/30906.jpg
atari2600,"Title Match Pro Wrestling",NA,"Absolute Entertainment",Sports,NA,1987,http://vgcollect.com/images/front-box-art/21907.jpg
atari2600,"Tomarc The Barbarian",Xonox,Xonox,Action,None,1983,http://vgcollect.com/images/front-box-art/21262.jpg
atari2600,"Tomarc the Barbarian / Motocross Racer",NA,Xonox,Action,None,NA,http://vgcollect.com/images/front-box-art/35872.jpg
atari2600,"Tomcat The F-14 Fighter Simulator","Absolute Entertainment",NA,Simulation,NA,NA,http://vgcollect.com/images/front-box-art/27626.jpg
atari2600,"Tooth Protectors","DSD Inc","Johnson & Johnson",Arcade,NA,1983,http://vgcollect.com/images/front-box-art/23748.jpg
atari2600,"Top Gun",NA,Zellers,NA,NA,NA,http://vgcollect.com/images/front-box-art/27673.jpg
atari2600,"Towering Inferno","U.S. Games","U.S. Games",Classic,None,1982,http://vgcollect.com/images/front-box-art/17006.jpg
atari2600,"Toyshop Trouble",NA,"Atari Age",Action,None,2006,http://vgcollect.com/images/front-box-art/35873.jpg
atari2600,"Track & Field","Atari, Inc",NA,Sports,NA,NA,http://vgcollect.com/images/front-box-art/27629.jpg
atari2600,"Trick Shot (Picture Label)",Imagic,Imagic,Sports,NA,1982,http://vgcollect.com/images/front-box-art/21173.jpg
atari2600,"Trick Shot (Text Label)",Imagic,Imagic,Sports,None,1982,http://vgcollect.com/images/front-box-art/30818.jpg
atari2600,"Tron Deadly Discs (Black Label)","Mattel Electronics","Mattel Electronics",Classic,None,1982,http://vgcollect.com/images/front-box-art/30819.jpg
atari2600,"Tron Deadly Discs (White Label)",NA,"M Network",Action,NA,1982,http://vgcollect.com/images/front-box-art/15356.jpg
atari2600,"Tunnel Runner","CBS Electronics","CBS Electronics",Adventure,None,1983,http://vgcollect.com/images/front-box-art/30411.jpg
atari2600,Turbo,Coleco,NA,Racing,None,NA,http://vgcollect.com/images/front-box-art/35866.jpg
atari2600,Turmoil,NA,"20th Century Fox","Shoot 'Em Up",None,1982,http://vgcollect.com/images/front-box-art/15379.jpg
atari2600,Tutankham,NA,"Parker Brothers",Arcade,None,1983,http://vgcollect.com/images/front-box-art/15366.jpg
atari2600,"Universal Chaos",NA,Hozer,NA,NA,NA,http://vgcollect.com/images/front-box-art/27687.jpg
atari2600,"Up'n Down",NA,Sega,NA,NA,NA,http://vgcollect.com/images/front-box-art/17313.jpg
atari2600,Vanguard,"Atari, Inc",Atari,"Shoot 'Em Up",None,1982,http://vgcollect.com/images/front-box-art/11653.jpg
atari2600,"Vault Assault",NA,NA,Arcade,None,2001,http://vgcollect.com/images/front-box-art/35803.jpg
atari2600,Venture,Coleco,Atari,Classic,NA,1982,http://vgcollect.com/images/front-box-art/16650.jpg
atari2600,"Venture (Coleco Cartridge)",Exidy,Coleco,Arcade,NA,1981,http://vgcollect.com/images/front-box-art/9214.jpg
atari2600,"Video Checkers",NA,"Atari for Sears",Strategy,None,NA,http://vgcollect.com/images/front-box-art/34871.jpg
atari2600,"Video Checkers (Picture Label)","Atari, Inc",Atari,NA,NA,NA,http://vgcollect.com/images/front-box-art/19063.jpg
atari2600,"Video Checkers (Text Label)","Atari, Inc",Atari,NA,NA,NA,http://vgcollect.com/images/front-box-art/19064.jpg
atari2600,"Video Chess","Atari, Inc","Atari Inc",Puzzle,NA,NA,http://vgcollect.com/images/front-box-art/16377.jpg
atari2600,"Video Chess (Atari Text)","Atari, Inc",Atari,Other,None,1978,http://vgcollect.com/images/front-box-art/22775.jpg
atari2600,"Video Chess (Sears)","Atari, Inc",Sears,Strategy,NA,1980,http://vgcollect.com/images/front-box-art/21984.jpg
atari2600,"Video Jogger",NA,Exus,Exercise,None,NA,http://vgcollect.com/images/front-box-art/35805.jpg
atari2600,"Video Life",NA,CommaVid,Simulation,None,NA,http://vgcollect.com/images/front-box-art/35807.jpg
atari2600,"Video Life",NA,CommaVid,Simulation,None,NA,http://vgcollect.com/images/front-box-art/40170.jpg
atari2600,"Video Olympics (Numbered)",NA,NA,NA,NA,NA,http://vgcollect.com/images/front-box-art/22776.jpg
atari2600,"Video Olympics (Picture Label)","Atari, Inc",Atari,Classic,None,1981,http://vgcollect.com/images/front-box-art/15270.jpg
atari2600,"Video Olympics (Text Label)","Atari, Inc",Atari,Classic,None,1978,http://vgcollect.com/images/front-box-art/9206.jpg
atari2600,"Video Pinball",NA,Atari,Simulation,None,1981,http://vgcollect.com/images/front-box-art/12771.jpg
atari2600,"Video Reflex",NA,Exus,Exercise,None,NA,http://vgcollect.com/images/front-box-art/35806.jpg
atari2600,"Vulture Attack",NA,"K-Tel Vision",NA,None,NA,http://vgcollect.com/images/front-box-art/22842.jpg
atari2600,Wabbit,"Apollo, Inc",Apollo,Classic,None,1982,http://vgcollect.com/images/front-box-art/19481.jpg
atari2600,"Wall Ball","Avalon Hill",NA,NA,NA,NA,http://vgcollect.com/images/front-box-art/27659.jpg
atari2600,"Wall Defender",NA,Bomb,Action,None,1983,http://vgcollect.com/images/front-box-art/35808.jpg
atari2600,Warlords,"Atari, Inc",Atari,Classic,None,1981,http://vgcollect.com/images/front-box-art/9207.jpg
atari2600,"Warlords [Sears]","Atari, Inc",Sears,Arcade,NA,1981,http://vgcollect.com/images/front-box-art/21922.jpg
atari2600,Warplock,"Data Age","Data Age","Shoot 'Em Up",None,1982,http://vgcollect.com/images/front-box-art/21263.jpg
atari2600,"Warring Worms",NA,"Baroque Gaming",Strategy,None,2002,http://vgcollect.com/images/front-box-art/35809.jpg
atari2600,"Winter Games","Epyx, Inc.",Epyx,Sports,None,1987,http://vgcollect.com/images/front-box-art/18811.jpg
atari2600,Wizard,NA,Hozer,NA,NA,NA,http://vgcollect.com/images/front-box-art/27714.jpg
atari2600,"Wizard of Wor",NA,"CBS Electronics",Arcade,None,1982,http://vgcollect.com/images/front-box-art/16027.jpg
atari2600,"Wolfenstein VCS The Next Mission",NA,"Atari Age",NA,NA,NA,http://vgcollect.com/images/front-box-art/27707.jpg
atari2600,"Word Zapper",Vidtec,Vidtec,Classic,None,1982,http://vgcollect.com/images/front-box-art/15136.jpg
atari2600,"Worm War I","Fox Video Games","20th Century Fox","Shoot 'Em Up",None,1982,http://vgcollect.com/images/front-box-art/15372.jpg
atari2600,X-Man,NA,"Universal Gamex",Action,None,NA,http://vgcollect.com/images/front-box-art/35811.jpg
atari2600,Xenophobe,"Bally Midway Mfg. Co.","Bally Midway Mfg. Co.",NA,None,1987,http://vgcollect.com/images/front-box-art/25334.jpg
atari2600,Yars-Revenge,NA,NA,NA,NA,NA,http://vgcollect.com/images/front-box-art/70099.jpg
atari2600,"Yars' Revenge","Atari, Inc",Sears,Action,None,NA,http://vgcollect.com/images/front-box-art/35812.jpg
atari2600,"Yars' Revenge (Picture Label)","Atari, Inc",Atari,Classic,None,1981,http://vgcollect.com/images/front-box-art/9208.jpg
atari2600,Z-Tack,NA,Bomb,"Shoot 'Em Up",None,1983,http://vgcollect.com/images/front-box-art/35813.jpg
atari2600,Zaxxon,"Sega Enterprises Ltd.",Coleco,Classic,None,1982,http://vgcollect.com/images/front-box-art/15377.jpg
